Rowid_,VALUE,COUNT,AREA,LAT1,LAT2
,94,"43,200",0.011663847000000,-89.224999999999994,-89.216667000000001
,95,"43,200",0.011788586200000,-89.216667000000001,-89.208332999999996
,96,"43,200",0.011913325200000,-89.208332999999996,-89.200000000000003
,97,"43,200",0.012038063900000,-89.200000000000003,-89.191666999999995
,98,"43,200",0.012162802300000,-89.191666999999995,-89.183333000000005
,99,"43,200",0.012287540500000,-89.183333000000005,-89.174999999999997
,100,"43,200",0.012412278500000,-89.174999999999997,-89.166667000000004
,101,"43,200",0.012537016100000,-89.166667000000004,-89.158332999999999
,102,"43,200",0.012661753600000,-89.158332999999999,-89.150000000000006
,103,"43,200",0.012786490700000,-89.150000000000006,-89.141666999999998
,104,"43,200",0.012911227600000,-89.141666999999998,-89.133332999999993
,105,"43,200",0.013035964200000,-89.133332999999993,-89.125000000000000
,106,"43,200",0.013160700500000,-89.125000000000000,-89.116667000000007
,107,"43,200",0.013285436500000,-89.116667000000007,-89.108333000000002
,108,"43,200",0.013410172300000,-89.108333000000002,-89.099999999999994
,109,"43,200",0.013534907800000,-89.099999999999994,-89.091667000000001
,110,"43,200",0.013659643000000,-89.091667000000001,-89.083332999999996
,111,"43,200",0.013784377900000,-89.083332999999996,-89.075000000000003
,112,"43,200",0.013909112500000,-89.075000000000003,-89.066666999999995
,113,"43,200",0.014033846800000,-89.066666999999995,-89.058333000000005
,114,"43,200",0.014158580800000,-89.058333000000005,-89.049999999999997
,115,"43,200",0.014283314600000,-89.049999999999997,-89.041667000000004
,116,"43,200",0.014408048000000,-89.041667000000004,-89.033332999999999
,117,"43,200",0.014532781100000,-89.033332999999999,-89.025000000000006
,118,"43,200",0.014657513900000,-89.025000000000006,-89.016666999999998
,119,"43,200",0.014782246400000,-89.016666999999998,-89.008332999999993
,120,"43,200",0.014906978600000,-89.008332999999993,-89.000000000000000
,121,"43,200",0.015031710500000,-89.000000000000000,-88.991667000000007
,122,"43,200",0.015156442000000,-88.991667000000007,-88.983333000000002
,123,"43,200",0.015281173300000,-88.983333000000002,-88.974999999999994
,124,"43,200",0.015405904200000,-88.974999999999994,-88.966667000000001
,125,"43,200",0.015530634800000,-88.966667000000001,-88.958332999999996
,126,"43,200",0.015655365000000,-88.958332999999996,-88.950000000000003
,127,"43,200",0.015780094900000,-88.950000000000003,-88.941666999999995
,128,"43,200",0.015904824500000,-88.941666999999995,-88.933333000000005
,129,"43,200",0.016029553800000,-88.933333000000005,-88.924999999999997
,130,"43,200",0.016154282700000,-88.924999999999997,-88.916667000000004
,131,"43,200",0.016279011300000,-88.916667000000004,-88.908332999999999
,132,"43,200",0.016403739500000,-88.908332999999999,-88.900000000000006
,133,"43,200",0.016528467400000,-88.900000000000006,-88.891666999999998
,134,"43,200",0.016653194900000,-88.891666999999998,-88.883332999999993
,135,"43,200",0.016777922100000,-88.883332999999993,-88.875000000000000
,136,"43,200",0.016902648900000,-88.875000000000000,-88.866667000000007
,137,"43,200",0.017027375400000,-88.866667000000007,-88.858333000000002
,138,"43,200",0.017152101500000,-88.858333000000002,-88.849999999999994
,139,"43,200",0.017276827200000,-88.849999999999994,-88.841667000000001
,140,"43,200",0.017401552600000,-88.841667000000001,-88.833332999999996
,141,"43,200",0.017526277600000,-88.833332999999996,-88.825000000000003
,142,"43,200",0.017651002300000,-88.825000000000003,-88.816666999999995
,143,"43,200",0.017775726500000,-88.816666999999995,-88.808333000000005
,144,"43,200",0.017900450400000,-88.808333000000005,-88.799999999999997
,145,"43,200",0.018025173900000,-88.799999999999997,-88.791667000000004
,146,"43,200",0.018149897100000,-88.791667000000004,-88.783332999999999
,147,"43,200",0.018274619800000,-88.783332999999999,-88.775000000000006
,148,"43,200",0.018399342200000,-88.775000000000006,-88.766666999999998
,149,"43,200",0.018524064100000,-88.766666999999998,-88.758332999999993
,150,"43,200",0.018648785700000,-88.758332999999993,-88.750000000000000
,151,"43,200",0.018773506900000,-88.750000000000000,-88.741667000000007
,152,"43,200",0.018898227700000,-88.741667000000007,-88.733333000000002
,153,"43,200",0.019022948100000,-88.733333000000002,-88.724999999999994
,154,"43,200",0.019147668100000,-88.724999999999994,-88.716667000000001
,155,"43,200",0.019272387600000,-88.716667000000001,-88.708332999999996
,156,"43,200",0.019397106800000,-88.708332999999996,-88.700000000000003
,157,"43,200",0.019521825600000,-88.700000000000003,-88.691666999999995
,158,"43,200",0.019646543900000,-88.691666999999995,-88.683333000000005
,159,"43,200",0.019771261800000,-88.683333000000005,-88.674999999999997
,160,"43,200",0.019895979400000,-88.674999999999997,-88.666667000000004
,161,"43,200",0.020020696500000,-88.666667000000004,-88.658332999999999
,162,"43,200",0.020145413100000,-88.658332999999999,-88.650000000000006
,163,"43,200",0.020270129400000,-88.650000000000006,-88.641666999999998
,164,"43,200",0.020394845200000,-88.641666999999998,-88.633332999999993
,165,"43,200",0.020519560600000,-88.633332999999993,-88.625000000000000
,166,"43,200",0.020644275500000,-88.625000000000000,-88.616667000000007
,167,"43,200",0.020768990000000,-88.616667000000007,-88.608333000000002
,168,"43,200",0.020893704100000,-88.608333000000002,-88.599999999999994
,169,"43,200",0.021018417700000,-88.599999999999994,-88.591667000000001
,170,"43,200",0.021143130900000,-88.591667000000001,-88.583332999999996
,171,"43,200",0.021267843700000,-88.583332999999996,-88.575000000000003
,172,"43,200",0.021392556000000,-88.575000000000003,-88.566666999999995
,173,"43,200",0.021517267800000,-88.566666999999995,-88.558333000000005
,174,"43,200",0.021641979200000,-88.558333000000005,-88.549999999999997
,175,"43,200",0.021766690100000,-88.549999999999997,-88.541667000000004
,176,"43,200",0.021891400600000,-88.541667000000004,-88.533332999999999
,177,"43,200",0.022016110600000,-88.533332999999999,-88.525000000000006
,178,"43,200",0.022140820100000,-88.525000000000006,-88.516666999999998
,179,"43,200",0.022265529200000,-88.516666999999998,-88.508332999999993
,180,"43,200",0.022390237800000,-88.508332999999993,-88.500000000000000
,181,"43,200",0.022514945900000,-88.500000000000000,-88.491667000000007
,182,"43,200",0.022639653500000,-88.491667000000007,-88.483333000000002
,183,"43,200",0.022764360700000,-88.483333000000002,-88.474999999999994
,184,"43,200",0.022889067400000,-88.474999999999994,-88.466667000000001
,185,"43,200",0.023013773600000,-88.466667000000001,-88.458332999999996
,186,"43,200",0.023138479300000,-88.458332999999996,-88.450000000000003
,187,"43,200",0.023263184500000,-88.450000000000003,-88.441666999999995
,188,"43,200",0.023387889300000,-88.441666999999995,-88.433333000000005
,189,"43,200",0.023512593500000,-88.433333000000005,-88.424999999999997
,190,"43,200",0.023637297200000,-88.424999999999997,-88.416667000000004
,191,"43,200",0.023762000500000,-88.416667000000004,-88.408332999999999
,192,"43,200",0.023886703200000,-88.408332999999999,-88.400000000000006
,193,"43,200",0.024011405500000,-88.400000000000006,-88.391666999999998
,194,"43,200",0.024136107200000,-88.391666999999998,-88.383332999999993
,195,"43,200",0.024260808400000,-88.383332999999993,-88.375000000000000
,196,"43,200",0.024385509100000,-88.375000000000000,-88.366667000000007
,197,"43,200",0.024510209300000,-88.366667000000007,-88.358333000000002
,198,"43,200",0.024634908900000,-88.358333000000002,-88.349999999999994
,199,"43,200",0.024759608100000,-88.349999999999994,-88.341667000000001
,200,"43,200",0.024884306700000,-88.341667000000001,-88.333332999999996
,201,"43,200",0.025009004800000,-88.333332999999996,-88.325000000000003
,202,"43,200",0.025133702400000,-88.325000000000003,-88.316666999999995
,203,"43,200",0.025258399400000,-88.316666999999995,-88.308333000000005
,204,"43,200",0.025383095900000,-88.308333000000005,-88.299999999999997
,205,"43,200",0.025507791900000,-88.299999999999997,-88.291667000000004
,206,"43,200",0.025632487300000,-88.291667000000004,-88.283332999999999
,207,"43,200",0.025757182200000,-88.283332999999999,-88.275000000000006
,208,"43,200",0.025881876500000,-88.275000000000006,-88.266666999999998
,209,"43,200",0.026006570300000,-88.266666999999998,-88.258332999999993
,210,"43,200",0.026131263500000,-88.258332999999993,-88.250000000000000
,211,"43,200",0.026255956200000,-88.250000000000000,-88.241667000000007
,212,"43,200",0.026380648400000,-88.241667000000007,-88.233333000000002
,213,"43,200",0.026505339900000,-88.233333000000002,-88.224999999999994
,214,"43,200",0.026630031000000,-88.224999999999994,-88.216667000000001
,215,"43,200",0.026754721400000,-88.216667000000001,-88.208332999999996
,216,"43,200",0.026879411300000,-88.208332999999996,-88.200000000000003
,217,"43,200",0.027004100600000,-88.200000000000003,-88.191666999999995
,218,"43,200",0.027128789300000,-88.191666999999995,-88.183333000000005
,219,"43,200",0.027253477500000,-88.183333000000005,-88.174999999999997
,220,"43,200",0.027378165100000,-88.174999999999997,-88.166667000000004
,221,"43,200",0.027502852100000,-88.166667000000004,-88.158332999999999
,222,"43,200",0.027627538500000,-88.158332999999999,-88.150000000000006
,223,"43,200",0.027752224400000,-88.150000000000006,-88.141666999999998
,224,"43,200",0.027876909700000,-88.141666999999998,-88.133332999999993
,225,"43,200",0.028001594300000,-88.133332999999993,-88.125000000000000
,226,"43,200",0.028126278400000,-88.125000000000000,-88.116667000000007
,227,"43,200",0.028250961900000,-88.116667000000007,-88.108333000000002
,228,"43,200",0.028375644800000,-88.108333000000002,-88.099999999999994
,229,"43,200",0.028500327100000,-88.099999999999994,-88.091667000000001
,230,"43,200",0.028625008700000,-88.091667000000001,-88.083332999999996
,231,"43,200",0.028749689800000,-88.083332999999996,-88.075000000000003
,232,"43,200",0.028874370300000,-88.075000000000003,-88.066666999999995
,233,"43,200",0.028999050100000,-88.066666999999995,-88.058333000000005
,234,"43,200",0.029123729400000,-88.058333000000005,-88.049999999999997
,235,"43,200",0.029248408000000,-88.049999999999997,-88.041667000000004
,236,"43,200",0.029373086000000,-88.041667000000004,-88.033332999999999
,237,"43,200",0.029497763400000,-88.033332999999999,-88.025000000000006
,238,"43,200",0.029622440200000,-88.025000000000006,-88.016666999999998
,239,"43,200",0.029747116300000,-88.016666999999998,-88.008332999999993
,240,"43,200",0.029871791800000,-88.008332999999993,-88.000000000000000
,241,"43,200",0.029996466700000,-88.000000000000000,-87.991667000000007
,242,"43,200",0.030121140900000,-87.991667000000007,-87.983333000000002
,243,"43,200",0.030245814600000,-87.983333000000002,-87.974999999999994
,244,"43,200",0.030370487500000,-87.974999999999994,-87.966667000000001
,245,"43,200",0.030495159800000,-87.966667000000001,-87.958332999999996
,246,"43,200",0.030619831500000,-87.958332999999996,-87.950000000000003
,247,"43,200",0.030744502500000,-87.950000000000003,-87.941666999999995
,248,"43,200",0.030869172900000,-87.941666999999995,-87.933333000000005
,249,"43,200",0.030993842700000,-87.933333000000005,-87.924999999999997
,250,"43,200",0.031118511700000,-87.924999999999997,-87.916667000000004
,251,"43,200",0.031243180100000,-87.916667000000004,-87.908332999999999
,252,"43,200",0.031367847900000,-87.908332999999999,-87.900000000000006
,253,"43,200",0.031492515000000,-87.900000000000006,-87.891666999999998
,254,"43,200",0.031617181400000,-87.891666999999998,-87.883332999999993
,255,"43,200",0.031741847200000,-87.883332999999993,-87.875000000000000
,256,"43,200",0.031866512200000,-87.875000000000000,-87.866667000000007
,257,"43,200",0.031991176600000,-87.866667000000007,-87.858333000000002
,258,"43,200",0.032115840400000,-87.858333000000002,-87.849999999999994
,259,"43,200",0.032240503400000,-87.849999999999994,-87.841667000000001
,260,"43,200",0.032365165800000,-87.841667000000001,-87.833332999999996
,261,"43,200",0.032489827500000,-87.833332999999996,-87.825000000000003
,262,"43,200",0.032614488500000,-87.825000000000003,-87.816666999999995
,263,"43,200",0.032739148800000,-87.816666999999995,-87.808333000000005
,264,"43,200",0.032863808400000,-87.808333000000005,-87.799999999999997
,265,"43,200",0.032988467300000,-87.799999999999997,-87.791667000000004
,266,"43,200",0.033113125500000,-87.791667000000004,-87.783332999999999
,267,"43,200",0.033237783100000,-87.783332999999999,-87.775000000000006
,268,"43,200",0.033362439900000,-87.775000000000006,-87.766666999999998
,269,"43,200",0.033487096000000,-87.766666999999998,-87.758332999999993
,270,"43,200",0.033611751400000,-87.758332999999993,-87.750000000000000
,271,"43,200",0.033736406100000,-87.750000000000000,-87.741667000000007
,272,"43,200",0.033861060100000,-87.741667000000007,-87.733333000000002
,273,"43,200",0.033985713300000,-87.733333000000002,-87.724999999999994
,274,"43,200",0.034110365900000,-87.724999999999994,-87.716667000000001
,275,"43,200",0.034235017700000,-87.716667000000001,-87.708332999999996
,276,"43,200",0.034359668800000,-87.708332999999996,-87.700000000000003
,277,"43,200",0.034484319200000,-87.700000000000003,-87.691666999999995
,278,"43,200",0.034608968800000,-87.691666999999995,-87.683333000000005
,279,"43,200",0.034733617700000,-87.683333000000005,-87.674999999999997
,280,"43,200",0.034858265900000,-87.674999999999997,-87.666667000000004
,281,"43,200",0.034982913300000,-87.666667000000004,-87.658332999999999
,282,"43,200",0.035107560000000,-87.658332999999999,-87.650000000000006
,283,"43,200",0.035232206000000,-87.650000000000006,-87.641666999999998
,284,"43,200",0.035356851200000,-87.641666999999998,-87.633332999999993
,285,"43,200",0.035481495700000,-87.633332999999993,-87.625000000000000
,286,"43,200",0.035606139400000,-87.625000000000000,-87.616667000000007
,287,"43,200",0.035730782300000,-87.616667000000007,-87.608333000000002
,288,"43,200",0.035855424500000,-87.608333000000002,-87.599999999999994
,289,"43,200",0.035980066000000,-87.599999999999994,-87.591667000000001
,290,"43,200",0.036104706700000,-87.591667000000001,-87.583332999999996
,291,"43,200",0.036229346600000,-87.583332999999996,-87.575000000000003
,292,"43,200",0.036353985700000,-87.575000000000003,-87.566666999999995
,293,"43,200",0.036478624100000,-87.566666999999995,-87.558333000000005
,294,"43,200",0.036603261700000,-87.558333000000005,-87.549999999999997
,295,"43,200",0.036727898600000,-87.549999999999997,-87.541667000000004
,296,"43,200",0.036852534600000,-87.541667000000004,-87.533332999999999
,297,"43,200",0.036977169900000,-87.533332999999999,-87.525000000000006
,298,"43,200",0.037101804400000,-87.525000000000006,-87.516666999999998
,299,"43,200",0.037226438100000,-87.516666999999998,-87.508332999999993
,300,"43,200",0.037351071000000,-87.508332999999993,-87.500000000000000
,301,"43,200",0.037475703200000,-87.500000000000000,-87.491667000000007
,302,"43,200",0.037600334500000,-87.491667000000007,-87.483333000000002
,303,"43,200",0.037724965100000,-87.483333000000002,-87.474999999999994
,304,"43,200",0.037849594800000,-87.474999999999994,-87.466667000000001
,305,"43,200",0.037974223800000,-87.466667000000001,-87.458332999999996
,306,"43,200",0.038098851900000,-87.458332999999996,-87.450000000000003
,307,"43,200",0.038223479300000,-87.450000000000003,-87.441666999999995
,308,"43,200",0.038348105800000,-87.441666999999995,-87.433333000000005
,309,"43,200",0.038472731500000,-87.433333000000005,-87.424999999999997
,310,"43,200",0.038597356400000,-87.424999999999997,-87.416667000000004
,311,"43,200",0.038721980500000,-87.416667000000004,-87.408332999999999
,312,"43,200",0.038846603800000,-87.408332999999999,-87.400000000000006
,313,"43,200",0.038971226200000,-87.400000000000006,-87.391666999999998
,314,"43,200",0.039095847800000,-87.391666999999998,-87.383332999999993
,315,"43,200",0.039220468600000,-87.383332999999993,-87.375000000000000
,316,"43,200",0.039345088600000,-87.375000000000000,-87.366667000000007
,317,"43,200",0.039469707700000,-87.366667000000007,-87.358333000000002
,318,"43,200",0.039594326000000,-87.358333000000002,-87.349999999999994
,319,"43,200",0.039718943500000,-87.349999999999994,-87.341667000000001
,320,"43,200",0.039843560100000,-87.341667000000001,-87.333332999999996
,321,"43,200",0.039968175900000,-87.333332999999996,-87.325000000000003
,322,"43,200",0.040092790800000,-87.325000000000003,-87.316666999999995
,323,"43,200",0.040217404900000,-87.316666999999995,-87.308333000000005
,324,"43,200",0.040342018200000,-87.308333000000005,-87.299999999999997
,325,"43,200",0.040466630600000,-87.299999999999997,-87.291667000000004
,326,"43,200",0.040591242100000,-87.291667000000004,-87.283332999999999
,327,"43,200",0.040715852700000,-87.283332999999999,-87.275000000000006
,328,"43,200",0.040840462600000,-87.275000000000006,-87.266666999999998
,329,"43,200",0.040965071500000,-87.266666999999998,-87.258332999999993
,330,"43,200",0.041089679600000,-87.258332999999993,-87.250000000000000
,331,"43,200",0.041214286800000,-87.250000000000000,-87.241667000000007
,332,"43,200",0.041338893100000,-87.241667000000007,-87.233333000000002
,333,"43,200",0.041463498600000,-87.233333000000002,-87.224999999999994
,334,"43,200",0.041588103200000,-87.224999999999994,-87.216667000000001
,335,"43,200",0.041712706900000,-87.216667000000001,-87.208332999999996
,336,"43,200",0.041837309700000,-87.208332999999996,-87.200000000000003
,337,"43,200",0.041961911600000,-87.200000000000003,-87.191666999999995
,338,"43,200",0.042086512700000,-87.191666999999995,-87.183333000000005
,339,"43,200",0.042211112800000,-87.183333000000005,-87.174999999999997
,340,"43,200",0.042335712100000,-87.174999999999997,-87.166667000000004
,341,"43,200",0.042460310500000,-87.166667000000004,-87.158332999999999
,342,"43,200",0.042584907900000,-87.158332999999999,-87.150000000000006
,343,"43,200",0.042709504500000,-87.150000000000006,-87.141666999999998
,344,"43,200",0.042834100200000,-87.141666999999998,-87.133332999999993
,345,"43,200",0.042958694900000,-87.133332999999993,-87.125000000000000
,346,"43,200",0.043083288800000,-87.125000000000000,-87.116667000000007
,347,"43,200",0.043207881700000,-87.116667000000007,-87.108333000000002
,348,"43,200",0.043332473700000,-87.108333000000002,-87.099999999999994
,349,"43,200",0.043457064900000,-87.099999999999994,-87.091667000000001
,350,"43,200",0.043581655000000,-87.091667000000001,-87.083332999999996
,351,"43,200",0.043706244300000,-87.083332999999996,-87.075000000000003
,352,"43,200",0.043830832700000,-87.075000000000003,-87.066666999999995
,353,"43,200",0.043955420100000,-87.066666999999995,-87.058333000000005
,354,"43,200",0.044080006600000,-87.058333000000005,-87.049999999999997
,355,"43,200",0.044204592100000,-87.049999999999997,-87.041667000000004
,356,"43,200",0.044329176700000,-87.041667000000004,-87.033332999999999
,357,"43,200",0.044453760400000,-87.033332999999999,-87.025000000000006
,358,"43,200",0.044578343200000,-87.025000000000006,-87.016666999999998
,359,"43,200",0.044702925000000,-87.016666999999998,-87.008332999999993
,360,"43,200",0.044827505800000,-87.008332999999993,-87.000000000000000
,361,"43,200",0.044952085700000,-87.000000000000000,-86.991667000000007
,362,"43,200",0.045076664700000,-86.991667000000007,-86.983333000000002
,363,"43,200",0.045201242700000,-86.983333000000002,-86.974999999999994
,364,"43,200",0.045325819700000,-86.974999999999994,-86.966667000000001
,365,"43,200",0.045450395800000,-86.966667000000001,-86.958332999999996
,366,"43,200",0.045574970900000,-86.958332999999996,-86.950000000000003
,367,"43,200",0.045699545100000,-86.950000000000003,-86.941666999999995
,368,"43,200",0.045824118300000,-86.941666999999995,-86.933333000000005
,369,"43,200",0.045948690500000,-86.933333000000005,-86.924999999999997
,370,"43,200",0.046073261800000,-86.924999999999997,-86.916667000000004
,371,"43,200",0.046197832000000,-86.916667000000004,-86.908332999999999
,372,"43,200",0.046322401300000,-86.908332999999999,-86.900000000000006
,373,"43,200",0.046446969700000,-86.900000000000006,-86.891666999999998
,374,"43,200",0.046571537000000,-86.891666999999998,-86.883332999999993
,375,"43,200",0.046696103300000,-86.883332999999993,-86.875000000000000
,376,"43,200",0.046820668700000,-86.875000000000000,-86.866667000000007
,377,"43,200",0.046945233100000,-86.866667000000007,-86.858333000000002
,378,"43,200",0.047069796500000,-86.858333000000002,-86.849999999999994
,379,"43,200",0.047194358800000,-86.849999999999994,-86.841667000000001
,380,"43,200",0.047318920200000,-86.841667000000001,-86.833332999999996
,381,"43,200",0.047443480600000,-86.833332999999996,-86.825000000000003
,382,"43,200",0.047568040000000,-86.825000000000003,-86.816666999999995
,383,"43,200",0.047692598400000,-86.816666999999995,-86.808333000000005
,384,"43,200",0.047817155700000,-86.808333000000005,-86.799999999999997
,385,"43,200",0.047941712100000,-86.799999999999997,-86.791667000000004
,386,"43,200",0.048066267400000,-86.791667000000004,-86.783332999999999
,387,"43,200",0.048190821800000,-86.783332999999999,-86.775000000000006
,388,"43,200",0.048315375100000,-86.775000000000006,-86.766666999999998
,389,"43,200",0.048439927400000,-86.766666999999998,-86.758332999999993
,390,"43,200",0.048564478600000,-86.758332999999993,-86.750000000000000
,391,"43,200",0.048689028800000,-86.750000000000000,-86.741667000000007
,392,"43,200",0.048813578000000,-86.741667000000007,-86.733333000000002
,393,"43,200",0.048938126200000,-86.733333000000002,-86.724999999999994
,394,"43,200",0.049062673300000,-86.724999999999994,-86.716667000000001
,395,"43,200",0.049187219400000,-86.716667000000001,-86.708332999999996
,396,"43,200",0.049311764500000,-86.708332999999996,-86.700000000000003
,397,"43,200",0.049436308500000,-86.700000000000003,-86.691666999999995
,398,"43,200",0.049560851500000,-86.691666999999995,-86.683333000000005
,399,"43,200",0.049685393400000,-86.683333000000005,-86.674999999999997
,400,"43,200",0.049809934300000,-86.674999999999997,-86.666667000000004
,401,"43,200",0.049934474100000,-86.666667000000004,-86.658332999999999
,402,"43,200",0.050059012800000,-86.658332999999999,-86.650000000000006
,403,"43,200",0.050183550500000,-86.650000000000006,-86.641666999999998
,404,"43,200",0.050308087200000,-86.641666999999998,-86.633332999999993
,405,"43,200",0.050432622700000,-86.633332999999993,-86.625000000000000
,406,"43,200",0.050557157200000,-86.625000000000000,-86.616667000000007
,407,"43,200",0.050681690700000,-86.616667000000007,-86.608333000000002
,408,"43,200",0.050806223000000,-86.608333000000002,-86.599999999999994
,409,"43,200",0.050930754300000,-86.599999999999994,-86.591667000000001
